rata,ente,descrizione,tipo_imposta,imposta,spesa
202301,Ministero della Salute,Straordinario,ADD_REG,970.80,3526.66
202303,Ministero della Salute,Stipendio base,n.c.,"64,11",288.02
202206,Regione Lazio,Straordinario,INPS,132.09,640.52
202509,Agenzia delle Entrate,Trattenuta sindacale,IVA,"147,05",788.3
202406,Regione Lazio,Trattenuta sindacale,ADD_COM,1238.48,5971.39
202200,Comune di Roma,Buoni pasto,IRES,393.44,2010.32
giu-2025,Regione Lazio,Straordinario,INAIL,526.82,2316.05
2025-12,Ministero dell'Economia,Indennita di funzione,ADD_REG,934.43,2306.39
202212,non disponibile,Anticipo TFR,INPS,896.73,1870.33
05/2022,Ministero della Salute,Trattenuta sindacale,Irap,"645,27",2657.95
202310,Ministero dell'Economia,Straordinario,INPS,56.24,273.45
202409,Ministero della Salute,Rimborso spese,ADD_COM,701.92,1709.5
202412,Ministero dell'Economia,Buoni pasto,IRES,1121.38,4168.38
202311,Comune di Milano,Buoni pasto,INPS,391.10,1182.96
202408,Regione Lazio,Indennita di funzione,IRPEF,1077.12,4597.55
202205,Regione Lazio,Rimborso spese,IRES,71.97,256.36
202408,Comune di Milano,Indennita di funzione,ADD_REG,-1366.61,3834.53
202504,Ministero della Salute,Premio produttivita,IVA,1427.56,2880.2
202405,Ministero dell'Economia,Trattenuta sindacale,IRES,"€ 53,57",
202308,Agenzia delle Entrate,Trattenuta sindacale,IRAP,713.84,2901.51
Rata 2023,INAIL,Trattenuta sindacale,IRPEF,650.04,3716.17
202507,Comune di Roma,Trattenuta sindacale,ADD_REG,1270.73,3697.7
2022-05,Ministero della Salute,Rimborso spese,ADD_COM,834.05,3377.09
202305,Comune di Roma,Trattenuta sindacale,IRPEF,"936,48",3995.01
202201,Ministero della Salute,Indennita di funzione,IRES,343.63,1579.64
202508,Ministero della Salute,Buoni pasto,ADD_REG,"€ 161,74",536.05
202307,Comune di Milano,Straordinario,ADD_COM,1053.88,2527.13
202512,INPS,Stipendio base,ADD_REG,949.98,5401.04
202407,Agenzia delle Entrate,Premio produttivita,INAIL,1256.88,7303.76
202406,INAIL,Straordinario,ADD_REG,"1.274,79",4784.19
202401,N.D.,Buoni pasto,IRAP,965.00,
2022-03,Comune di Milano,Indennita di funzione,ADD_COM,830.62,1757.68
202405,Comune di Milano,Straordinario,ADD_COM,"1.375,31",3010.36
202405,Ministero dell'Economia,Trattenuta sindacale,IRES,1211.83,2795.29
202505,Comune di Milano,Indennita di funzione,IRPEF,1329.52,6587.75
202405,Comune di Roma,Anticipo TFR,INPS,1493.97,4345.87
mag-2025,Comune di Milano,Straordinario,ADD_REG,-635.08,1738.71
202502,Ministero della Salute,Buoni pasto,ADD_REG,1089.56,2215.45
202404,Agenzia delle Entrate,Buoni pasto,IRES,1047.70,2191.36
2023-02,INPS,Trattenuta sindacale,IVA,302.51,1095.55
202204,INAIL,Buoni pasto,ADD_REG,973.00,4054.21
202309,Ministero dell'Economia,Buoni pasto,IRPEF,"€ 670,73",2895.03
202501,Ministero dell'Economia,Stipendio base,Inail,703.42,
202205,INAIL,Rimborso spese,n.c.,311.20,1194.46
202301,INPS,Stipendio base,IRPEF,1129.87,5663.55
2024-12,Regione Lazio,Trattenuta sindacale,IRES,1062.01,3354.13
202209,Comune di Roma,Straordinario,INAIL,821.82,2425.09
202503,Regione Lazio,Trattenuta sindacale,ADD_REG,277.24,1501.89
202403,Regione Lazio,Stipendio base,IRPEF,857.45,4078.94
202202,INPS,Rimborso spese,IVA,195.19,762.7
202206,Regione Lazio,Trattenuta sindacale,IRES,542.09,1681.36
202410,Ministero dell'Economia,Stipendio base,INAIL,589.92,1502.13
202508,Agenzia delle Entrate,Stipendio base,ADD_REG,1330.97,2861.17
202511,INPS,Buoni pasto,ADD_COM,652.57,3530.05
202505,Comune di Roma,Rimborso spese,IRAP,917.78,4013.95
2022-04,Ministero dell'Economia,Buoni pasto,IRAP,1318.43,2878.55
202406,Ministero della Salute,Rimborso spese,IRAP,667.35,1758.03
202203,INPS,Premio produttivita,ADD_REG,1331.37,4151.55
202212,Comune di Milano,Premio produttivita,IVA,247.87,756.57
202403,Regione Lazio,Anticipo TFR,IRPEF,"579,02",2428.16
202306,INAIL,Anticipo TFR,ADD_COM,"€ 187,35",674.04
202413,Ministero dell'Economia,Premio produttivita,IRPEF,863.35,856708.36
202501,Ministero della Salute,Trattenuta sindacale,ADD_COM,1438.06,7014.34
202206,INPS,Buoni pasto,IRES,1002.58,5657.49
202406,Regione Lazio,Buoni pasto,Inps,957.81,5221.29
202599,Ministero dell'Economia,Indennita di funzione,IRAP,453.33,2577.4
02/2023,Agenzia delle Entrate,Rimborso spese,INAIL,1400.10,8288.66
202401,Ministero della Salute,Buoni pasto,iva,733.73,2382.26
202301,INPS,Buoni pasto,IRAP,"€ 437,15",
202506,INPS,Premio produttivita,IVA,1482.16,3943.45
202202,N.D.,Rimborso spese,ADD_COM,663.53,2994.08
202512,Comune di Milano,Anticipo TFR,IRES,588.67,2780.8
202503,Comune di Roma,Anticipo TFR,IRES,100.69,236.76
2025-08,INAIL,Premio produttivita,IRPEF,"€ 308,53",1630.36
202309,Regione Lazio,Straordinario,INAIL,"€ 1.223,33",6278.46
202406,Agenzia delle Entrate,Indennita di funzione,INAIL,"€ 749,91",3385.02
202311,Ministero della Salute,Straordinario,n.c.,1434.57,5368.81
202302,Regione Lazio,Rimborso spese,IRPEF,171.63,448.75
202503,Regione Lazio,Premio produttivita,ADD_REG,943.12,3793.58
202404,Comune di Roma,Anticipo TFR,ADD_REG,N.D.,2884.47
ago-2024,INPS,Rimborso spese,ADD_COM,950.72,4202.1
202204,Ministero della Salute,Rimborso spese,ADD_COM,N.D.,2651.24
202504,Agenzia delle Entrate,Anticipo TFR,IRAP,888.53,2656.02
202413,INAIL,Rimborso spese,INAIL,1049.85,3951.85
202504,Regione Lazio,Indennita di funzione,IVA,1301.73,5627.19
202211,Ministero dell'Economia,Buoni pasto,INPS,537.70,1865.74
202410,Regione Lazio,Straordinario,IRAP,N.D.,4194.69
202411,Regione Lazio,Rimborso spese,INAIL,972.07,1967.07
202402,Regione Lazio,Rimborso spese,add_com,505.61,2857.43
202212,Comune di Roma,Straordinario,INAIL,309.24,619.33
202308,Agenzia delle Entrate,Straordinario,ADD_COM,1450.94,4159.62
202312,Comune di Roma,Stipendio base,ADD_COM,332.36,1989.31
05/2024,Regione Lazio,Straordinario,IRPEF,-387.46,1903.35
202212,Regione Lazio,Premio produttivita,ADD_COM,947.09,4335.77
202308,Agenzia delle Entrate,Rimborso spese,ADD_REG,162.18,795.39
202401,INPS,Anticipo TFR,Iva,"99,37",361.03
2022-05,INAIL,Anticipo TFR,INPS,142.82,733.64
202502,INPS,Premio produttivita,INPS,228.73,599.15
202412,non disponibile,Indennita di funzione,ADD_REG,672.34,3479.74
202204,,Straordinario,ADD_REG,-1252.43,7211.63
202203,Ministero della Salute,Stipendio base,IRPEF,545.86,2964.43
2025-07,Comune di Roma,Stipendio base,IRPEF,669.92,3321.89
202306,Regione Lazio,Indennita di funzione,IRES,920.36,4238.73
202502,sconosciuto,Straordinario,INPS,"488,11",1993.62
202310,Agenzia delle Entrate,Stipendio base,ADD_REG,677.18,2424.91
2023-11,Ministero dell'Economia,Premio produttivita,INAIL,610.15,3333.01
202309,Ministero della Salute,Buoni pasto,IRES,545.73,2504.81
202408,Agenzia delle Entrate,Rimborso spese,INAIL,N.D.,
202205,  ,Rimborso spese x,IVA,66.12,339.8
2023-07,Comune di Roma,Anticipo TFR,IRAP,1335.08,2959.09
202307,Comune di Roma,Indennita di funzione,ADD_REG,1467.15,7706.17
mar-2022,Regione Lazio,Straordinario,IRAP,1300.62,6818.9
2023-01,Comune di Milano,Straordinario,INPS,"€ 58,33",169.98
202404,Ministero della Salute,Buoni pasto,ires,"1.138,78",2449.16
202499,Regione Lazio,Buoni pasto,IVA,881.00,4277.11
202202,INPS,Premio produttivita,INPS,186.55,522.24
202502,Agenzia delle Entrate,Buoni pasto,INPS,1402.65,8393.58
202511,INPS,Indennita di funzione,Add_Com,1175.51,2394.2
202413,Agenzia delle Entrate,Buoni pasto,IRAP,260.68,760.97
08/25,INAIL,Anticipo TFR,ADD_COM,1447.86,3139.32
202307,Ministero della Salute,Buoni pasto,ADD_REG,232.99,1195.38
Rata 2025,Ministero dell'Economia,Buoni pasto,irap,709.29,3060.43
2024-09,Ministero dell'Economia,Indennita di funzione,n.c.,280.51,1513.0
202404,INAIL,Stipendio base,IRAP,267.78,1566.63
2022-11,Agenzia delle Entrate,Indennita di funzione,INAIL,1453.32,6453.41
202405,Ministero della Salute,Stipendio base,ADD_REG,879.58,2574.54
202511,INPS,Trattenuta sindacale,INPS,425.80,1009.4
2025-05,Comune di Roma,Anticipo TFR,INAIL,1175.78,6425.69
202302,Regione Lazio,Trattenuta sindacale,IRPEF,N.D.,3931.52
202210,Ministero della Salute,Rimborso spese,INPS,1380.53,7695.17
202400,Ministero dell'Economia,Premio produttivita,ADD_REG,"1.402,83",7734.01
202210,Comune di Roma,Premio produttivita,Iva,1363.09,6149.22
202201,Ministero della Salute,Rimborso spese,ADD_COM,"976,45",4311.99
202403,Regione Lazio,Premio produttivita,IRPEF,546.58,3171.97
202508,Ministero dell'Economia,Straordinario,n.c.,1392.07,
202312,Ministero della Salute,Trattenuta sindacale,ADD_REG,"€ 227,62",1077.35
202305,Regione Lazio,Trattenuta sindacale,INAIL,294.76,1103.28
202302,Comune di Milano,Premio produttivita,Inps,679.05,2672.74
202303,Agenzia delle Entrate,Trattenuta sindacale,ADD_COM,461.31,1640.27
Rata 2022,Agenzia delle Entrate,Anticipo TFR,IVA,942.81,5454.42
202409,INAIL,Indennita di funzione,IRES,1362.69,6203.61
2024-02,INPS,Indennita di funzione,ADD_COM,762.00,3902.55
202305,,Rimborso spese,IRPEF,853.11,1833.16
2023-04,Agenzia delle Entrate,Premio produttivita,INAIL,663.54,3589.56
202503,Agenzia delle Entrate,Rimborso spese,IRAP,1075.98,3949.44
202211,Regione Lazio,Straordinario,ADD_COM,"€ 196,00",969.93
feb-2022,N/A,Stipendio base x,ADD_COM,120.46,260.21
202203,Ministero della Salute,Straordinario,IVA,"979,94",5463.65
202508,Comune di Milano,Trattenuta sindacale,INPS,825.57,3830.13
202305,INPS,Trattenuta sindacale,Iva,640.67,2453.77
01/25,INAIL,Anticipo TFR,IVA,534.29,1717.33
202599,Ministero dell'Economia,Premio produttivita,ADD_COM,N.D.,405.9
202203,Comune di Milano,Premio produttivita,IRAP,1036.81,3331.88
03/24,Comune di Roma,Stipendio base,ADD_COM,661.13,1668.76
202211,Ministero della Salute,Indennita di funzione,INAIL,695.64,2681.86
202409,Ministero dell'Economia,Trattenuta sindacale,ADD_COM,1345.50,5131.66
202402,Regione Lazio,Buoni pasto,INPS,1119.44,4083.43
11/2025,Agenzia delle Entrate,Rimborso spese,ADD_REG,368.19,1771.87
2023-07,Regione Lazio,Straordinario,IVA,1002.89,3689.89
202311,Comune di Roma,Stipendio base,IVA,"241,77",569.61
202509,INPS,Straordinario,IRAP,-331.39,1792.24
05/2025,Agenzia delle Entrate,Premio produttivita,IRES,1085.52,4016.86
202207,INAIL,Anticipo TFR,IRPEF,232.54,1074.6
202407,Comune di Roma,Anticipo TFR,IVA,456.28,2609.73
202509,Ministero della Salute,Buoni pasto,ADD_COM,"€ 1.352,19",6855.14
202403,Comune di Milano,Stipendio base,ADD_COM,"1.120,56",4656.15
202404,,Anticipo TFR,inail,1397.72,5842.59
202203,Comune di Milano,Indennita di funzione,IRAP,1328.66,7172.27
Rata 2022,INPS,Straordinario,INPS,503.24,2664.42
202202,Ministero dell'Economia,Anticipo TFR,ADD_REG,"€ 966,95",2624.89
202201,Regione Lazio,Buoni pasto x,IRPEF,"599,11",2699.59
202512,Comune di Milano,Indennita di funzione,ADD_COM,1060.80,5795.0
feb-2024,Ministero della Salute,Buoni pasto,ADD_REG,555.26,2894.7
202511,Agenzia delle Entrate,Stipendio base,ADD_COM,"€ 51,91",129.72
2023-01,INPS,Straordinario,IRPEF,"€ 186,21",696.94
202510,Regione Lazio,Anticipo TFR,n.c.,1167.97,4757.06
202204,Ministero dell'Economia,Straordinario,INPS,"€ 171,81",520.8
202500,Ministero dell'Economia,Anticipo TFR,INPS,919.16,4336.59
202200,Comune di Milano,Buoni pasto,IRES,"1.293,78",5052.09
202206,Agenzia delle Entrate,Rimborso spese,IVA,1124.60,3587.51
06/2022,Comune di Roma,Rimborso spese,IRAP,649.49,2174.14
202507,Comune di Roma,Buoni pasto,ADD_COM,352.48,1912.79
202399,INPS,Stipendio base,IRAP,1387.68,7583.39
202307,Ministero dell'Economia,Anticipo TFR,IRES,871.28,4573.79
202310,Ministero dell'Economia,Trattenuta sindacale,ADD_COM,"€ 637,86",3607.4
202506,Ministero della Salute,Rimborso spese,IRES,1415.98,8225.75
202305,INAIL,Buoni pasto,ADD_COM,361.78,1435.29
202202,Comune di Milano,Rimborso spese,ADD_COM,"€ 691,31",1650.03
feb-2023,non disponibile,Straordinario,IRAP,207.54,
202302,Comune di Roma,Premio produttivita,INAIL,231.08,1047.65
202403,INAIL,Indennita di funzione,ADD_REG,N.D.,2211.72
202512,Agenzia delle Entrate,Rimborso spese,INPS,1064.51,6282.88
2022-02,Ministero della Salute,Buoni pasto,INAIL,541.40,1816.26
202506,Ministero della Salute,Buoni pasto,IRES,1049.92,5911.61
202211,Ministero dell'Economia,Stipendio base,Inps,1217.53,5321.02
202412,N.D.,Trattenuta sindacale,INPS,"1.322,49",2838.81
02/24,Ministero della Salute,Stipendio base,INPS,"114,84",624.88
2023-02,Comune di Roma,Buoni pasto,ADD_COM,1171.91,5916.8
202305,Comune di Roma,Rimborso spese,ADD_REG,263.36,1203.54
202307,Regione Lazio,Buoni pasto,INPS,1062.48,4736.91
202512,Regione Lazio,Premio produttivita,IVA,"€ 588,91",1693.32
feb-2025,INPS,Straordinario,IVA,1076.30,3076.01
202502,Comune di Roma,Straordinario,IRPEF,360.05,762.11
202304,,Trattenuta sindacale,INPS,985.24,2577.93
202411,Comune di Milano,Indennita di funzione,IRAP,232.00,776.25
202300,Ministero dell'Economia,Premio produttivita,ADD_COM,296.13,1232.76
202505,Agenzia delle Entrate,Premio produttivita,ADD_REG,940.97,2374.29
2024-02,Regione Lazio,Trattenuta sindacale,add_com,538.32,2277.25
202302,Comune di Milano,Premio produttivita,ADD_COM,"1.070,48",3268.48
12/2023,INAIL,Stipendio base,IVA,1043.48,3146.97
202301,Ministero della Salute,Indennita di funzione,IVA,951.37,5510.12
Rata 2024,INAIL,Straordinario,INPS,1109.28,6621.71
202411,Agenzia delle Entrate,Trattenuta sindacale,IVA,1201.21,6301.25
2023-08,Ministero della Salute,Indennita di funzione,IRAP,1371.56,3041.53
202501,Agenzia delle Entrate,Buoni pasto,inail,"166,75",819.5
06/2025,INPS,Premio produttivita,IVA,878.75,2384.67
202312,Comune di Roma,Trattenuta sindacale,ADD_COM,1135.73,4857.39
202505,Comune di Roma,Trattenuta sindacale,IRES,364.57,2032.42
202207,INPS,Stipendio base,IVA,432.25,1521.86
202507,Ministero della Salute,Straordinario,INPS,437.10,2498.19
08/2023,Ministero dell'Economia,Premio produttivita,ADD_COM,"€ 879,88",4252.89
202403,Agenzia delle Entrate,Premio produttivita,INPS,580.95,1861.39
mag-2023,INAIL,Stipendio base,IRPEF,1015.84,2417.36
Rata 2023,Regione Lazio,Stipendio base,IRAP,934.85,4918.62
2023-02,Ministero della Salute,Premio produttivita,ADD_COM,1002.81,3843.01
202410,non disponibile,Indennita di funzione,n.c.,415.86,952.64
202210,Comune di Roma,Buoni pasto,IRAP,1162.69,2804.98
feb-2025,INPS,Premio produttivita,ires,1012.85,5943.25
05/23,Regione Lazio,Premio produttivita,n.c.,"239,44",711.62
202406,  ,Buoni pasto,n.c.,"340,25",1996.03
202411,Regione Lazio,Trattenuta sindacale,IRAP,486.40,2298.06
02/25,Agenzia delle Entrate,Premio produttivita x,INAIL,"€ 1.407,26",4506.0
202210,Agenzia delle Entrate,Rimborso spese,ADD_COM,523.21,1849.5
202412,Comune di Roma,Premio produttivita,IRES,78.82,
202299,Regione Lazio,Buoni pasto x,IRAP,255.36,955.47
2024-05,Ministero dell'Economia,Anticipo TFR,IRPEF,"€ 96,65",222.2
202307,sconosciuto,Premio produttivita x,IVA,"634,12",1851.16
202400,Comune di Milano,Stipendio base,ADD_COM,1205.87,6561.6
202512,Regione Lazio,Straordinario,IRAP,703.13,3364.26
202205,INAIL,Premio produttivita,Irap,N.D.,5071.31
202401,INAIL,Stipendio base,IVA,N.D.,354.62
202310,Comune di Milano,Rimborso spese,add_com,N.D.,2850.09
202308,Agenzia delle Entrate,Straordinario,INPS,1191.26,6141.42
Rata 2024,Ministero dell'Economia,Indennita di funzione x,INPS,"1.028,35",2392.12
202501,Comune di Milano,Buoni pasto,n.c.,1286.60,7692.67
202210,Agenzia delle Entrate,Anticipo TFR,INAIL,447.06,2431.58
2025-08,Agenzia delle Entrate,Anticipo TFR,INPS,776.23,2539.72
202510,INAIL,Trattenuta sindacale,INPS,1031.47,5654.84
202410,Comune di Milano,Stipendio base,INPS,294.31,1391.16
202403,N.D.,Anticipo TFR x,IRES,1232.92,5752.09
202303,INAIL,Anticipo TFR,IVA,501.63,1283.59
202212,Regione Lazio,Buoni pasto,ADD_REG,185.30,
202407,n.a.,Rimborso spese,irpef,1160.27,4410.61
202506,Comune di Milano,Buoni pasto,add_reg,1072.28,5589.7
202204,INPS,Stipendio base,INPS,1331.34,811147.99
lug-2024,Regione Lazio,Indennita di funzione,IRAP,1343.51,
202410,INAIL,Indennita di funzione,IRPEF,"€ 453,86",2659.06
202501,INPS,Anticipo TFR,ADD_REG,979.98,3906.83
202307,Ministero dell'Economia,Stipendio base,IRPEF,1498.73,3356.5
202312,INPS,Buoni pasto,INPS,403.52,2155.94
202304,Comune di Roma,Straordinario x,IRES,735.67,2140.01
2025-04,INPS,Stipendio base,ADD_COM,"1.369,74",7554.14
2025-11,Regione Lazio,Anticipo TFR,IRES,199.47,1130.15
2023-01,Comune di Milano,Stipendio base,ADD_REG,"1.395,96",3198.23
05/23,Ministero dell'Economia,Premio produttivita,INPS,757.83,3281.19
202406,Ministero dell'Economia,Premio produttivita,IRPEF,1344.91,7970.07
202310,Regione Lazio,Premio produttivita,INAIL,950.99,5443.16
02/25,Regione Lazio,Indennita di funzione,add_com,"1.023,58",389569.68
06/23,Regione Lazio,Anticipo TFR,IRES,1170.83,5528.63
202402,Ministero della Salute,Buoni pasto,ADD_COM,147.35,650.85
202510,n.a.,Trattenuta sindacale,ADD_REG,960.26,2701.22
202408,Ministero dell'Economia,Rimborso spese,INAIL,"€ 1.389,71",6409.33
202206,Ministero della Salute,Straordinario,IRAP,"€ 1.436,38",4786.83
2024-05,Comune di Milano,Straordinario,IRPEF,1454.07,4873.88
202402,Regione Lazio,Straordinario,IVA,"986,46",255748.58
feb-2023,Agenzia delle Entrate,Buoni pasto x,ADD_REG,968.27,5237.09
2023-08,INAIL,Buoni pasto,INPS,"€ 851,07",2513.54
04/24,INPS,Indennita di funzione,INAIL,930.95,2795.8
05/2024,Comune di Milano,Indennita di funzione,ADD_REG,937.57,1902.67
09/23,INPS,Anticipo TFR,n.c.,111.49,292.11
Rata 2023,Ministero dell'Economia,Buoni pasto x,IRPEF,178.86,1057.91
202300,INPS,Premio produttivita,ADD_COM,948.15,3541.8
202404,non disponibile,Straordinario,Inps,505.61,1405.93
08/2025,INPS,Straordinario,INPS,487.07,2855.56
202400,INAIL,Straordinario,INPS,330.49,696.83
202408,Agenzia delle Entrate,Buoni pasto,n.c.,1211.55,4769.47
202201,INAIL,Premio produttivita,ADD_REG,1448.28,7557.72
202506,sconosciuto,Buoni pasto,INAIL,960.25,4888.92
202208,Ministero della Salute,Straordinario,ADD_REG,N.D.,3917.12
202512,Agenzia delle Entrate,Anticipo TFR,IRAP,1331.63,6433.32
202307,Regione Lazio,Buoni pasto,INAIL,365.99,1642.99
202505,Ministero dell'Economia,Trattenuta sindacale,ADD_COM,272.61,1281.57
202507,Agenzia delle Entrate,Stipendio base,IRES,356.80,1093.38
Rata 2025,Ministero dell'Economia,Buoni pasto,INPS,189.50,
2025-02,INAIL,Buoni pasto,n.c.,895.17,3792.79
202409,Ministero della Salute,Anticipo TFR,INPS,"€ 459,84",2253.36
202512,Comune di Milano,Indennita di funzione,ADD_COM,1373.73,7910.34
202211,INPS,Indennita di funzione,IVA,"€ 939,44",5093.63
feb-2022,Regione Lazio,Anticipo TFR,IRES,571.44,2931.12
202401,Agenzia delle Entrate,Buoni pasto,IRES,"1.477,73",4667.55
202512,Agenzia delle Entrate,Stipendio base,ADD_REG,1432.13,3174.08
202506,INAIL,Stipendio base,Inail,-1178.99,5067.98
202404,Comune di Milano,Trattenuta sindacale,INPS,1197.94,2561.26
11/2024,n.a.,Buoni pasto,IVA,1467.04,7125.06
202409,Regione Lazio,Indennita di funzione,IVA,920.66,4554.77
202509,non disponibile,Straordinario,ADD_COM,1326.03,5637.81
202504,Agenzia delle Entrate,Rimborso spese,inail,"€ 144,00",384.86
202212,Ministero della Salute,Anticipo TFR,ADD_COM,853.39,4696.11
202406,  ,Trattenuta sindacale,ADD_REG,778.65,3413.36
07/24,INAIL,Trattenuta sindacale x,ADD_REG,104.70,425.04
202510,Ministero della Salute,Straordinario,INPS,176.08,751.93
202408,N/A,Indennita di funzione,IRES,81.67,190.42
202503,Ministero dell'Economia,Stipendio base,INAIL,476.32,2363.38
jun-2023,,Premio produttivita,INAIL,127.59,286.2
202405,INPS,Stipendio base,Inps,663.58,2862.39
lug-2022,Ministero della Salute,Premio produttivita,IRPEF,1228.48,3288.68
202509,Agenzia delle Entrate,Indennita di funzione,ADD_COM,940.05,
202205,Ministero dell'Economia,Rimborso spese,ADD_REG,"€ 1.027,00",3012.21
Rata 2023,  ,Anticipo TFR,IRAP,-95.68,196.84
202509,INAIL,Rimborso spese,n.c.,1267.31,7055.57
05/24,Ministero della Salute,Rimborso spese,IRPEF,261.98,
202305,Ministero della Salute,Straordinario,ADD_COM,488.84,1038.86
202311,Comune di Milano,Buoni pasto,IRES,799.35,1780.91
07/24,N.D.,Rimborso spese,IVA,"1.398,49",7176.36
202502,Ministero dell'Economia,Trattenuta sindacale,IVA,1497.32,3035.39
202209,Comune di Milano,Stipendio base,irap,1184.86,4592.51
202208,Comune di Roma,Anticipo TFR,INAIL,1107.51,2690.35
202307,Ministero dell'Economia,Indennita di funzione,add_com,-815.14,3559.33
202209,Comune di Roma,Anticipo TFR,ADD_REG,1015.16,
11/2022,Ministero dell'Economia,Anticipo TFR x,INPS,259.42,697.34
gen-2024,INAIL,Stipendio base x,IRES,440.33,2565.69
202406,INAIL,Rimborso spese,ADD_REG,1477.73,8071.23
202303,Comune di Roma,Rimborso spese,IRAP,1470.44,8739.44
202508,INAIL,Indennita di funzione,ADD_COM,518.31,2625.11
202405,Comune di Milano,Premio produttivita,Iva,399.52,2168.59
202205,INAIL,Stipendio base,INPS,382.80,1676.05
202409,Ministero della Salute,Indennita di funzione,IVA,753.05,4118.53
202405,Comune di Roma,Anticipo TFR,IVA,"€ 374,46",915.95
2025-06,Agenzia delle Entrate,Rimborso spese,IRES,990.32,4918.54
202206,Ministero della Salute,Stipendio base,INPS,158.49,715.57
202204,INPS,Indennita di funzione,IVA,200.33,448.62
202302,Comune di Milano,Straordinario,ADD_REG,"€ 451,55",
202310,Comune di Milano,Stipendio base,IVA,1177.29,3372.26
202502,non disponibile,Indennita di funzione x,ADD_COM,"518,77",1878.31
